Issue id,Summary,Issue Type,Description,Labels,Parent
JD-E10,Security & Orchestration Agents,Epic,"Build the security agent for prompt injection defence and OWASP validation, workflow orchestrator with Temporal for reliable multi-agent coordination, per-agent circuit breakers, and admin DLQ API routes. All security standards documented in docs/SECURITY.md. Orchestrator rules documented in backend/agents/orchestrator/AGENT.md.

SCOPE: MVP 2
PROJECT AREA: Backend / Security / Orchestration
FILES: backend/agents/security/, backend/agents/orchestrator/, backend/api/v1/admin.py, docs/SECURITY.md
STORIES: 10.1 - 10.4","backend,security,agents,orchestration",
JD-49,Security agent,Task,"Build backend/agents/security/security_agent.py with comprehensive input validation, prompt injection defence, and OWASP middleware as specified in backend/agents/security/AGENT.md and docs/SECURITY.md.

IMPLEMENTATION DETAILS:
- Prompt injection detection: scan all LLM input strings for injection patterns defined in prompts/security-agent/system.md <patterns> XML block (ignore previous instructions, system prompt override, jailbreak sequences, role-play bypass attempts)
- If injection detected: raise SecurityViolationError; log structured audit event {event: 'prompt_injection_attempt', input_hash: sha256(input), agent, timestamp}; return 400 with RFC 7807 error body
- OWASP middleware: implement as FastAPI middleware (starlette BaseHTTPMiddleware); validate all incoming request bodies against registered Pydantic schemas before routing; reject requests with unexpected fields (model_config = ConfigDict(extra='forbid') on all request schemas)
- RBAC enforcement: validate JWT claims on protected routes — admin claim required for /api/v1/admin/* (delegated to JD-67 for full JWT middleware; security agent enforces claim shape)
- HTML sanitisation: strip all HTML tags from user-supplied text fields using bleach; allowlist: bold, italic, code, pre, anchor (href only)
- Markdown sanitisation: strip script injection patterns from markdown fields before LLM ingestion
- Audit logging: all security events (injection attempt, schema violation, RBAC denial, sanitisation applied) written as structured JSON via get_logger('security'); never log raw user input — log sha256 hash only
- Context isolation: each agent invocation receives only its permitted context — no cross-agent context leakage
- Instruction hierarchy enforcement: system prompt always takes precedence over user input; document rule in prompts/security-agent/system.md

EFFORT: L (8 hours)
PROJECT AREA: Backend / Security
DEPENDENCIES: JD-14 (settings.py), JD-15 (structured logger), JD-60 (security agent prompts in prompts/security-agent/)

TESTING CRITERIA:
- Known injection patterns detected and rejected with 400 and structured RFC 7807 error body
- OWASP middleware blocks requests with extra fields not in schema (extra='forbid' enforced)
- Admin routes reject requests without admin JWT claim with 403
- All security audit events appear in structured JSON logs with sha256 hash (not raw input)
- bleach sanitisation removes script tags and event handler attributes from user text

EDGE CASES:
- Injection detection false positives must not block legitimate technical queries containing words like 'ignore' or 'override' — tune regex patterns with anchoring and context window; document accepted false-positive rate
- bleach allowlist must preserve markdown formatting characters (*, _, `, #) used in CV and cover letter fields
- Security agent itself must not interpolate raw user input into its own system prompt — use parameterised prompt slots only","backend,security,owasp,agents",JD-E10
JD-50,Workflow orchestrator,Task,"Build backend/agents/orchestrator/orchestrator_agent.py using Temporal for reliable multi-agent workflow coordination as specified in backend/agents/orchestrator/AGENT.md.

IMPLEMENTATION DETAILS:
- Define Temporal workflow class: ScrapeAndRankWorkflow (temporalio.workflow.defn)
- Activities (temporalio.activity.defn): scrape_all_sources, rank_jobs, personalise_results, notify_user
- Retry policy per activity: RetryPolicy(initial_interval=timedelta(seconds=1), backoff_coefficient=2.0, maximum_interval=timedelta(seconds=60), jitter=uniform(0, 1), maximum_attempts=3)
- Dead-letter queue: after 3 consecutive activity failures, route to DLQ (Redis list key dlq:{workflow_id}); log DLQ entry as structured JSON
- Idempotency: workflow ID = sha256(job_url) — prevents duplicate processing of same job URL across scraper runs
- Temporal worker process: separate Supervisor program (supervisord.conf program:temporal-worker, priority=10, autorestart=true); worker connects to TEMPORAL_SERVER_URL from settings
- Checkpoint after each activity: Temporal handles this natively via event history — no extra code needed; worker restart resumes from last completed activity
- Maximum workflow execution time: workflow_execution_timeout=timedelta(hours=24)
- All activity results summarised before passing to next activity (context window discipline per backend/agents/AGENT.md)

EFFORT: XL (12 hours)
PROJECT AREA: Backend / Orchestration
DEPENDENCIES: JD-44 (ranking agent), JD-45 (RAG agent), JD-61 (orchestrator prompts in prompts/orchestrator/)

TESTING CRITERIA:
- ScrapeAndRankWorkflow starts and completes end-to-end with all four activities in Temporal local dev server
- Retry policy fires correctly on simulated activity failure (inject error in test)
- DLQ Redis entry created after 3 consecutive failures for the same activity
- Same job URL submitted twice results in single workflow execution (idempotency via sha256 workflow ID)
- Temporal worker restarts mid-workflow and resumes from last completed activity checkpoint

EDGE CASES:
- Temporal server unavailable at startup: log warning and continue; queue workflows locally and retry connection on schedule
- TEMPORAL_SERVER_URL not set (MVP 1 mode): skip Temporal worker startup; orchestrator falls back to sequential in-process execution
- Workflow timeout (24h exceeded): Temporal cancels workflow; log cancellation event; route to DLQ for manual review","backend,temporal,orchestration,agents",JD-E10
JD-51,Circuit breakers,Task,"Implement per-agent circuit breakers with configurable failure thresholds, state logging, and exponential backoff, wrapping each agent.run() call in the orchestrator.

IMPLEMENTATION DETAILS:
- Use tenacity library for circuit breaker + retry pattern (already a dependency from scraper retry logic)
- Define CircuitBreaker dataclass per agent: agent_id, failure_threshold=3, backoff_base=1s, backoff_max=60s, state: Enum (closed / open / half_open)
- Closed state: allow all calls; increment failure counter on exception
- Open state: opens after failure_threshold consecutive failures; immediately raise CircuitOpenError without calling agent; return error to orchestrator for DLQ routing
- Half-open state: allow exactly 1 probe request after backoff expires; reset to closed on success; return to open on failure
- Backoff: base=1s, exponential multiplier=2, max=60s (matches orchestrator retry policy)
- Wrap each agent.run() call in orchestrator activities with the corresponding circuit breaker instance
- Log all state transitions (closed→open, open→half_open, half_open→closed/open) as structured JSON via get_logger('circuit_breaker'): {agent_id, from_state, to_state, failure_count, timestamp}
- Circuit breaker state is in-memory per process — does not persist across restarts (intentional: fresh state on redeploy)

EFFORT: M (5 hours)
PROJECT AREA: Backend / Reliability
DEPENDENCIES: JD-50 (orchestrator must exist to wrap agent calls)

TESTING CRITERIA:
- Breaker opens after exactly failure_threshold=3 consecutive agent failures
- Open breaker raises CircuitOpenError immediately without invoking the agent (verify with mock)
- Breaker transitions to half-open after backoff period; resets to closed on successful probe
- All state transitions present in structured logs with correct field values

EDGE CASES:
- Different timeout thresholds appropriate per agent: scraper (longer, network-bound), ranking (shorter, CPU-bound), RAG (medium) — configure per-agent thresholds in settings or constants file
- Breaker state must not persist across server restarts — confirm in-memory only (no Redis storage for breaker state)
- Concurrent requests during half-open state: only first request acts as probe; queue others or reject immediately","backend,reliability,circuit-breaker",JD-E10
JD-52,Admin DLQ routes,Task,"Create admin API routes for DLQ inspection, retry, and discard, plus the replay_dlq.py admin script, and the frontend/app/admin/page.tsx admin panel wired to these routes.

IMPLEMENTATION DETAILS:
- GET /api/v1/admin/dlq: list all DLQ entries from Redis (key pattern dlq:*); return list of {id, workflow_id, activity_name, error_message, retry_count, queued_at}; empty DLQ returns empty list (not 404)
- POST /api/v1/admin/dlq/{id}/retry: requeue item to Temporal as new workflow execution; return 202; return 409 if item is already processing
- DELETE /api/v1/admin/dlq/{id}/discard: remove Redis entry; write immutable audit_log record {user_id, action: 'dlq_discard', item_id, timestamp, ip_address}; return 204
- GET /api/v1/admin/schedule: list active Temporal cron workflows with next_run_at timestamp
- POST /api/v1/admin/schedule/{workflow_id}/pause: pause Temporal cron workflow via Temporal client
- POST /api/v1/admin/schedule/{workflow_id}/resume: resume paused Temporal cron workflow
- All /api/v1/admin/* routes: require admin JWT claim (enforced by security agent middleware JD-49 + JD-67)
- backend/admin/replay_dlq.py: CLI script with --id {id} and --all flags; calls Temporal client to requeue; logs result per item; exits 0 on empty DLQ
- frontend/app/admin/page.tsx: fetches GET /api/v1/admin/dlq and GET /api/v1/admin/schedule on mount; renders AdminPanel.tsx; accessible via dashboard navigation under developer mode feature flag (feature_admin_panel); hidden from standard users

EFFORT: M (5 hours)
PROJECT AREA: Backend / Admin / Frontend
DEPENDENCIES: JD-50 (Temporal orchestrator), JD-49 (security agent for RBAC)

TESTING CRITERIA:
- GET /api/v1/admin/dlq returns correct list structure; empty list on empty DLQ
- POST retry requeues item and returns 202; returns 409 on duplicate retry attempt
- DELETE discard removes Redis entry and creates audit_log record
- Non-admin JWT returns 403 on all /api/v1/admin/* routes
- replay_dlq.py --all requeues all DLQ items; --all on empty DLQ exits 0 with log message

EDGE CASES:
- Redis unavailable: return 503 with structured error; do not crash admin routes
- Retry of already-processing item: check Temporal workflow status before requeuing; return 409 Conflict with message
- Discard of non-existent DLQ item: return 404","backend,admin,dlq,api,frontend",JD-E10
JD-E11,Terraform & Multi-Cloud Deployment,Epic,"Provision Azure Container Apps (primary) and AWS ECS Fargate (multi-cloud portability) infrastructure via Terraform. Add CI validate/plan/apply pipeline. Configure Docker image signing with cosign. All IaC governed by infrastructure/AGENT.md. Helm chart scaffolded in infrastructure/helm/.

SCOPE: MVP 2
PROJECT AREA: Infrastructure / Cloud
FILES: infrastructure/terraform/azure/, infrastructure/terraform/aws/, infrastructure/helm/, infrastructure/AGENT.md, .github/workflows/ci.yml
STORIES: 11.1 - 11.5","infrastructure,terraform,azure,aws,cicd",
JD-53,Azure Container Apps Terraform,Task,"Create infrastructure/terraform/azure/ with main.tf, variables.tf, and outputs.tf for Azure Container Apps deployment as specified in infrastructure/AGENT.md.

IMPLEMENTATION DETAILS:
- Provider: azurerm version >= 3.90 (pin exact minor version in required_providers)
- Resources: azurerm_resource_group, azurerm_container_app_environment, azurerm_container_app, azurerm_container_registry (ACR), azurerm_key_vault, azurerm_user_assigned_identity
- Container App: image from ACR (acr_login_server/image_name:image_tag), port 80, min_replicas=1, max_replicas=5, cpu=0.5, memory=1.0Gi
- Environment variables: sourced from Azure Key Vault secret references via managed identity — no plaintext secrets in Terraform state or .tfvars files
- Ingress: external=true, allow_insecure_connections=false (HTTPS redirect enforced), transport=http
- Managed identity: azurerm_user_assigned_identity assigned to Container App; Key Vault access policy grants get/list on secrets
- outputs.tf: app_url, resource_group_name, acr_login_server, container_app_name
- variables.tf: environment (dev/staging/prod), location (default=uksouth), acr_name, app_name, image_tag, key_vault_name

EFFORT: L (8 hours)
PROJECT AREA: Infrastructure
DEPENDENCIES: JD-2 (Docker image must exist to reference in Container App)

TESTING CRITERIA:
- terraform init, validate, plan all succeed with no errors or warnings
- terraform apply creates all resources in correct dependency order
- App accessible at outputs.app_url over HTTPS
- Container App restarts automatically on failure (replica recovery confirmed via az containerapp revision list)
- Key Vault secret references resolve correctly — no plaintext env vars in Container App config

EDGE CASES:
- ACR pull credentials: configure registry block in azurerm_container_app with managed identity (not admin credentials)
- Key Vault soft-delete enabled by default in azurerm — purge_protection_enabled=false for dev environments to allow recreation
- azurerm provider >= 3.90 required for Key Vault reference syntax in Container App env block","infrastructure,terraform,azure",JD-E11
JD-54,AWS ECS Fargate Terraform,Task,"Create infrastructure/terraform/aws/ with main.tf, variables.tf, and outputs.tf for AWS ECS Fargate deployment as specified in infrastructure/AGENT.md.

IMPLEMENTATION DETAILS:
- Provider: aws version >= 5.0 (pin exact minor version in required_providers)
- Resources: aws_ecs_cluster, aws_ecs_task_definition, aws_ecs_service, aws_lb (ALB), aws_lb_target_group, aws_lb_listener, aws_ecr_repository, aws_iam_role (task execution role), aws_security_group
- Task definition: launch_type=FARGATE, network_mode=awsvpc, cpu=512, memory=1024, port 80
- Secrets: sourced from AWS Secrets Manager via secrets block in container definition — no secrets in task definition JSON or Terraform state
- Task execution role: attach AmazonECSTaskExecutionRolePolicy + inline policy for Secrets Manager GetSecretValue
- Service: desired_count=1, assign_public_ip=ENABLED, health_check_grace_period_seconds=60
- ALB: internet-facing, listener port 443 (HTTPS), forward to target group port 80; HTTP listener redirects to HTTPS
- outputs.tf: lb_dns_name, ecs_cluster_name, task_definition_arn, ecr_repository_url
- variables.tf: environment, aws_region (default=eu-west-2), ecr_image_uri, desired_count, secrets_manager_arn

EFFORT: L (8 hours)
PROJECT AREA: Infrastructure
DEPENDENCIES: JD-2 (Docker image must exist to reference in task definition)

TESTING CRITERIA:
- terraform init, validate, plan all succeed
- ECS service starts task and registers healthy ALB target (health check path: /health)
- ALB DNS resolves and returns 200 from /health
- Secrets Manager values injected correctly into container environment

EDGE CASES:
- awsvpc network mode required for Fargate — security group must allow inbound port 80 from ALB security group only (not 0.0.0.0/0)
- ECR image URI must reference exact git SHA tag — never :latest in production (enforced via variables.tf validation rule)
- ALB certificate: use aws_acm_certificate data source to reference existing cert; document pre-requisite in infrastructure/AGENT.md","infrastructure,terraform,aws",JD-E11
JD-55,Terraform CI steps,Task,"Add Terraform validate, plan, and apply steps to .github/workflows/ci.yml for both azure/ and aws/ modules, with manual approval gate before apply.

IMPLEMENTATION DETAILS:
- Add terraform-validate job to ci.yml: triggers on pull_request for both infrastructure/terraform/azure/ and infrastructure/terraform/aws/
- terraform init -backend=false for PR validation (no remote state access required)
- terraform validate for each module in sequence; fail PR check on any validation error
- On merge to main: terraform plan -out=plan.tfplan for each module; store plan file as CI artifact (actions/upload-artifact)
- Cache .terraform directory using actions/cache with key based on hashFiles('infrastructure/terraform/**/.terraform.lock.hcl')
- terraform apply plan.tfplan: triggered only via manual workflow_dispatch with GitHub Environments protection rule (required reviewers gate)
- Terraform state backend: Azure Storage Account for azure/ module; AWS S3 + DynamoDB lock for aws/ module — document backend config in infrastructure/AGENT.md
- Reference: https://docs.github.com/en/actions/how-tos/reuse-automations/reuse-workflows for reusable workflow pattern if validate/plan steps are shared

EFFORT: M (4 hours)
PROJECT AREA: Infrastructure / CI
DEPENDENCIES: JD-53 (azure module), JD-54 (aws module), JD-31 (CI pipeline base from MVP 1)

TESTING CRITERIA:
- terraform validate runs and passes on every PR touching infrastructure/terraform/
- Plan output artifact available for download from GitHub Actions run page
- Apply requires manual approval from designated reviewer (GitHub Environments protection rule confirmed)
- Invalid Terraform HCL fails PR check with clear error output

EDGE CASES:
- Parallel terraform apply to multiple environments must be prevented — use Terraform state locking (Storage Account blob lease / DynamoDB conditional writes)
- State backend must be bootstrapped before first CI apply — document one-time bootstrap commands in infrastructure/AGENT.md
- ci.yml path filter: only run terraform jobs when files under infrastructure/terraform/ change (paths: filter)","infrastructure,terraform,cicd",JD-E11
JD-56,Docker image signing,Task,"Configure GitHub Actions to build, tag, sign, and push Docker images to ACR and ECR on merge to main, using cosign keyless signing via GitHub OIDC.

IMPLEMENTATION DETAILS:
- Add docker-build-push job to ci.yml: trigger on push to main only (not on PR)
- Build Docker image using multi-stage Dockerfile (frontend build + backend runtime + Nginx)
- Tag strategy: {registry}/{image-name}:{git-sha} (primary) and {registry}/{image-name}:latest (secondary alias)
- Push to Azure Container Registry (ACR) for Azure deployment target
- Push to AWS ECR for AWS deployment target
- Sign image using cosign with GitHub OIDC token (keyless signing): cosign sign --yes {image}@{digest}
- Workflow permissions required: id-token: write, contents: read, packages: write
- Store image digest as job output (IMAGE_DIGEST); pass as input to terraform-apply job so Terraform uses SHA-tagged image (not :latest)
- Add cosign verify step as post-push smoke test

EFFORT: M (5 hours)
PROJECT AREA: Infrastructure / CI
DEPENDENCIES: JD-2 (Dockerfile from MVP 1), JD-55 (Terraform CI steps consume image digest output)

TESTING CRITERIA:
- Image tagged with exact git SHA (no :latest-only pushes to production registries)
- cosign signature verifiable: cosign verify --certificate-identity-regexp=.* --certificate-oidc-issuer=https://token.actions.githubusercontent.com {image}
- Image available in both ACR and ECR after push job completes
- Terraform apply job consumes SHA-tagged image digest (not :latest) — verify in plan output

EDGE CASES:
- ACR and ECR login credentials stored as GitHub Actions secrets (AZURE_CLIENT_ID, AWS_ACCESS_KEY_ID etc.) — use OIDC federation where possible to avoid long-lived credentials
- cosign keyless signing requires id-token: write permission — document in ci.yml job-level permissions block
- Docker layer cache: use actions/cache with cache-from and cache-to buildx flags to speed up repeated builds","infrastructure,docker,cicd,security",JD-E11
