Issue id,Summary,Issue Type,Description,Labels,Parent
JD-E4,Next.js Frontend Dashboard,Epic,"Scaffold the Next.js 16 frontend with standalone server config, full app router page structure, all MVP 1 components, and TanStack Query data fetching connected to the FastAPI backend.

SCOPE: MVP 1
PROJECT AREA: Frontend
STORIES: 4.1 - 4.11","frontend,nextjs,react",
JD-24,Next.js 16 scaffold,Task,"Scaffold frontend/ with Next.js 16, React 19, TypeScript, Tailwind CSS 4, MUI 7, TanStack Query v5, Zustand, and Zod.

IMPLEMENTATION DETAILS:
- npx create-next-app@latest frontend --typescript --tailwind --app --no-src-dir
- Install: @mui/material @emotion/react @emotion/styled @tanstack/react-query zustand zod
- Set output: 'standalone' and reactStrictMode: true in next.config.ts — do NOT use output: 'export'
- Create .env.local.example with NEXT_PUBLIC_API_URL=/api/v1
- Configure TanStack Query QueryClientProvider in app/layout.tsx with default staleTime: 30000
- Configure MUI ThemeProvider with dark/light mode toggle in app/layout.tsx
- Create lib/store.ts with Zustand stub for filter state: { sources: string[]; keyword: string }
- Create types/job.ts mirroring backend Job model with all fields including embedding_status and saved
- Verify npm run build produces .next/standalone/server.js

EFFORT: M (4 hours)
PROJECT AREA: Frontend
DEPENDENCIES: JD-1

TESTING CRITERIA:
- npm run dev starts on port 3000 without errors
- npm run build produces .next/standalone directory (not /out)
- No TypeScript errors on clean build
- MUI and Tailwind styles both apply without conflict

EDGE CASES:
- output: 'standalone' is required — output: 'export' disables dynamic routes and is incompatible with this architecture
- MUI ThemeProvider must wrap the entire layout; use next/font for performance","frontend,nextjs,scaffold",JD-E4
JD-24b,App router page structure,Task,"Create all MVP 1 app/ pages and route layout following the proposal file tree.

IMPLEMENTATION DETAILS:
- app/layout.tsx: root layout with QueryClientProvider, ThemeProvider, nav links to / | /saved | /applications | /recruiters; render OnboardingBanner above page content
- app/page.tsx: dashboard — renders FilterBar + list of JobCard components; fetches GET /api/v1/jobs with TanStack Query
- app/onboarding/page.tsx: renders ProfileForm then CVUploadPanel in sequence
- app/profile/page.tsx: fetches GET /api/v1/profile; if 404 passes POST handler; if 200 passes PATCH /api/v1/profile handler; renders ProfileForm pre-populated + CVUploadPanel
- app/saved/page.tsx: renders SavedJobsList component; fetches GET /api/v1/jobs/saved
- app/jobs/[id]/page.tsx: fetches GET /api/v1/jobs/{id}; renders job detail, Save/Unsave toggle, Generate Cover Letter button (disabled in MVP 1), Ask Question button (scrolls to panel), Generate Interview Prep button (disabled in MVP 1), Log Application button
- app/applications/page.tsx: fetches GET /api/v1/applications; renders ApplicationBoard
- app/applications/[id]/page.tsx: application detail with status transitions and notes
- app/recruiters/page.tsx: fetches GET /api/v1/recruiters; renders RecruiterCard per recruiter
- app/admin/page.tsx: admin panel hidden behind feature_admin_panel flag
- app/cover-letter/[id]/page.tsx: Cover Letter viewer — renders CoverLetterViewer.tsx
- app/interview-prep/[id]/page.tsx: Interview Prep viewer
- app/settings/consent/page.tsx: Consent dashboard to manage and revoke active 'living contracts' (stub for MVP 1)

EFFORT: L (8 hours)
PROJECT AREA: Frontend
DEPENDENCIES: JD-24

TESTING CRITERIA:
- All routes render without runtime errors
- /onboarding flow transitions ProfileForm → CVUploadPanel → / on completion
- /jobs/[id] Generate buttons render disabled with tooltip in MVP 1

EDGE CASES:
- /admin visible only in developer mode (feature_admin_panel flag = true)","frontend,nextjs,pages",JD-E4
JD-25,JobCard component,Task,"Create frontend/components/JobCard.tsx displaying job details with Save toggle and job detail navigation.

IMPLEMENTATION DETAILS:
- Props: job: Job (from types/job.ts)
- Display: title (h3 linking to /jobs/{id} on click), company, location, source badge, salary_min/max, scraped_at
- Save toggle button: local state initialised from job.saved; on toggle calls POST /api/v1/jobs/{id}/save or DELETE
- On card title click: router.push('/jobs/' + job.id)
- Use MUI Card as container with hover elevation; apply Tailwind for spacing

EFFORT: M (3 hours)
PROJECT AREA: Frontend
DEPENDENCIES: JD-24

TESTING CRITERIA:
- Renders all required fields
- Save toggle updates immediately (optimistic) then confirms from server

EDGE CASES:
- Long titles truncated at 2 lines with ellipsis (CSS line-clamp)","frontend,components",JD-E4
JD-26,FilterBar component,Task,"Create frontend/components/FilterBar.tsx with source and keyword client-side filters backed by Zustand.

IMPLEMENTATION DETAILS:
- Props: onFilter: (filters: FilterState) => void
- FilterState type: { sources: string[]; keyword: string }
- Source filter: checkboxes for linkedin and jobserve
- Keyword filter: controlled text input with 300ms debounce using useEffect
- Read/write filter state from Zustand store (lib/store.ts)
- Clear all button resets both filters to defaults

EFFORT: M (3 hours)
PROJECT AREA: Frontend
DEPENDENCIES: JD-24, JD-25

TESTING CRITERIA:
- Keyword filter narrows JobCard list in real time with debounce
- Source checkboxes show/hide jobs by source

EDGE CASES:
- Deselecting all sources shows empty state","frontend,components,filtering",JD-E4
JD-27,ScrapeButton component,Task,"Create frontend/components/ScrapeButton.tsx triggering POST /api/v1/scrape with in-progress and result states.

IMPLEMENTATION DETAILS:
- useMutation from TanStack Query for POST /api/v1/scrape
- Button labels: 'Scrape Jobs' (idle) | 'Scraping...' (pending) | 'Done' (success)
- Disable button while mutation is pending
- On success: invalidate ['jobs'] query; show MUI Snackbar

EFFORT: M (3 hours)
PROJECT AREA: Frontend
DEPENDENCIES: JD-24, JD-23

TESTING CRITERIA:
- Triggers POST /api/v1/scrape on click
- Pending state disables button and shows spinner

EDGE CASES:
- Double-click prevented: button disabled during pending","frontend,components,api",JD-E4
JD-24c,OnboardingBanner component,Task,"Create frontend/components/OnboardingBanner.tsx that guides users through profile + CV setup using shared query keys.

IMPLEMENTATION DETAILS:
- Fetch GET /api/v1/profile with TanStack Query key ['profile']
- Fetch GET /api/v1/cv/status with TanStack Query key ['cv-status']
- Render states: 1. profile 404/null; 2. profile exists but cv_status != ready; 3. both ready (render null)
- Query key contract: invalidate ['profile'] or ['cv-status'] on success

EFFORT: S (2 hours)
PROJECT AREA: Frontend
DEPENDENCIES: JD-24

TESTING CRITERIA:
- Banner shows when profile is incomplete
- Banner updates to CV step after profile saved

EDGE CASES:
- Banner must not flash on initial load","frontend,components",JD-E4
JD-24d,ProfileForm and CVUploadPanel components,Task,"Create frontend/components/ProfileForm.tsx and frontend/components/CVUploadPanel.tsx.

IMPLEMENTATION DETAILS:
ProfileForm.tsx:
- Props: onSubmit: (data: ProfileFormData) => Promise<void>; initialData?: UserProfile
- Fields: full_name, email, target_role, target_location, skills, years_experience
- Validate with Zod schema

CVUploadPanel.tsx:
- Props: currentFilename?: string; onUpload: (file: File) => Promise<void>
- File input accepting .pdf and .docx only
- Poll GET /api/v1/cv/status every 5s until embedding_status = ready

EFFORT: M (4 hours)
PROJECT AREA: Frontend
DEPENDENCIES: JD-24

TESTING CRITERIA:
- ProfileForm Zod validation prevents submit with missing fields
- CVUploadPanel rejects non-PDF/DOCX files

EDGE CASES:
- Form errors must be caught and shown as toast","frontend,components",JD-E4
JD-24e,SavedJobsList and ApplicationBoard components,Task,"Create frontend/components/SavedJobsList.tsx and frontend/components/ApplicationBoard.tsx.

IMPLEMENTATION DETAILS:
SavedJobsList.tsx:
- Fetches GET /api/v1/jobs/saved
- Loading state: skeleton list
- Empty state message

ApplicationBoard.tsx:
- Kanban-style columns, one per Application.status value
- Status transitions triggered by PATCH /api/v1/applications/{id}

EFFORT: M (4 hours)
PROJECT AREA: Frontend
DEPENDENCIES: JD-24, JD-25

TESTING CRITERIA:
- SavedJobsList shows skeleton during load
- ApplicationBoard renders correct number of columns

EDGE CASES:
- Empty columns still render (no jobs in that status)","frontend,components",JD-E4
JD-24f,RecruiterCard and AdminPanel components,Task,"Create frontend/components/RecruiterCard.tsx and frontend/components/AdminPanel.tsx.

IMPLEMENTATION DETAILS:
RecruiterCard.tsx:
- Display: name, company, email, interaction_score, notes
- 'Log interaction' button calls POST /api/v1/recruiters/{id}/interaction

AdminPanel.tsx:
- Fetches GET /api/v1/admin/dlq on mount; renders DLQ table
- Fetches GET /api/v1/admin/schedule; renders Pause/Resume buttons

EFFORT: M (3 hours)
PROJECT AREA: Frontend
DEPENDENCIES: JD-24

TESTING CRITERIA:
- RecruiterCard renders all fields
- AdminPanel DLQ table shows entries

EDGE CASES:
- AdminPanel must handle empty DLQ gracefully","frontend,components",JD-E4
