Issue id,Summary,Issue Type,Description,Labels,Parent
JD-E2,Backend Core,Epic,"Set up the FastAPI application entrypoint, Pydantic settings, structured JSON logging, domain models, keyword filtering, file-backed in-memory fake database, and layered repository/service architecture for MVP 1.

SCOPE: MVP 1
PROJECT AREA: Backend
STORIES: 2.1 - 2.7","backend,fastapi,python",
JD-13,FastAPI entrypoint,Task,"Create backend/main.py as the FastAPI application entrypoint with agent auto-discovery and router mounting.

IMPLEMENTATION DETAILS:
- Instantiate FastAPI app with title='Job Discovery API', version, and description
- Include jobs router, scrape router, profile router, cv router under prefix /api/v1/
- Add /health endpoint returning {status: ok, version: x.x.x}
- Import all agent modules at module level for auto-registration via @register: linkedin_agent, jobserve_agent
- Import order: registry module first, then agent modules, then routers
- Add startup event: log 'app ready' message via get_logger('main')
- Configure CORS middleware: allow origins [http://localhost:3000, http://localhost], allow all methods and headers

EFFORT: S (2 hours)
PROJECT AREA: Backend
DEPENDENCIES: JD-1

TESTING CRITERIA:
- uvicorn starts without errors
- GET /health returns 200 with JSON body
- OpenAPI docs available at /docs
- Agent imports trigger @register decorators at startup
- CORS headers present on /api/v1/ responses for localhost origins

EDGE CASES:
- Import order matters — registry module must load before agent modules
- CORS origins must include both port 3000 (Next.js dev server) and port 80 (Nginx in Docker)","backend,fastapi",JD-E2
JD-14,Pydantic Settings,Task,"Create backend/settings.py with Pydantic BaseSettings class for typed, validated environment variables.

IMPLEMENTATION DETAILS:
- Inherit from pydantic_settings.BaseSettings
- Typed fields covering full stack: DATABASE_URL (PostgresDsn | None = None), SUPABASE_URL (str | None = None), SUPABASE_ANON_KEY (str | None = None), SUPABASE_SERVICE_ROLE_KEY (str | None = None), OPENAI_API_KEY (str | None = None), ANTHROPIC_API_KEY (str | None = None), LITELLM_API_BASE (str | None = None), REDIS_URL (str = 'redis://localhost:6379'), TEMPORAL_SERVER_URL (str | None = None), OTEL_EXPORTER_OTLP_ENDPOINT (str | None = None), SENTRY_DSN (str | None = None), NEXT_PUBLIC_API_URL (str = '/api/v1'), SINGLE_USER_ID (UUID = '00000000-0000-0000-0000-000000000000')
- MVP 2+ fields default to None so MVP 1 starts without them
- Instantiate settings singleton: settings = Settings()
- Export settings for import by all other modules

EFFORT: S (2 hours)
PROJECT AREA: Backend
DEPENDENCIES: JD-13

TESTING CRITERIA:
- App starts cleanly in MVP 1 with only NEXT_PUBLIC_API_URL and SINGLE_USER_ID set
- All field names match .env.example keys exactly
- PostgresDsn validates format at startup when DATABASE_URL is set

EDGE CASES:
- MVP 2+ vars must have defaults (None or sensible value) to avoid breaking MVP 1 startup
- SINGLE_USER_ID must parse as UUID not bare string","backend,configuration",JD-E2
JD-15,Structured JSON logger,Task,"Create backend/logging_config.py with shared structured JSON logger satisfying Twelve-Factor XI.

IMPLEMENTATION DETAILS:
- Define get_logger(name: str) -> logging.Logger
- Attach StreamHandler(sys.stdout) with a JSONFormatter
- JSONFormatter.format() returns json.dumps({level, agent, message, timestamp}) — timestamp as ISO 8601
- Set log level to INFO
- Guard against duplicate handlers: check logger.handlers before attaching
- All agent and router modules import get_logger from logging_config — zero print() calls anywhere in backend/

EFFORT: S (2 hours)
PROJECT AREA: Backend
DEPENDENCIES: JD-13

TESTING CRITERIA:
- Every log line is valid JSON
- Fields level, agent, message, timestamp always present
- No print() calls exist anywhere in backend/
- Calling get_logger() twice with the same name does not duplicate handlers

EDGE CASES:
- structlog is an acceptable alternative to stdlib logging — document choice in logging_config.py header
- dict_tracebacks=True if structlog is used (produces JSON-safe exception tracebacks)","backend,logging,observability",JD-E2
JD-16,Domain models,Task,"Create backend/models/ with Pydantic v2 domain models covering all MVP 1 entities and MVP 2 shapes.

IMPLEMENTATION DETAILS:
- Job: id (UUID), title (str), company (str), location (str), source (str), url (str), description (str), salary_min (int | None), salary_max (int | None), currency (str = 'GBP'), relevance_score (float | None = None), embedding_status (Literal['pending','processing','ready'] = 'pending'), saved (bool = False), scraped_at (datetime)
- ScrapeResult: results (dict[str, int]), total_inserted (int), duration_seconds (float)
- JobListResponse: total (int), page (int), page_size (int), has_next (bool), next_cursor (str | None), linkedin_count (int), jobserve_count (int), jobs (list[Job])
- UserProfile: id (UUID), full_name (str), email (str), target_role (str), target_location (str), skills (list[str]), years_experience (int), cv_filename (str | None = None), created_at (datetime), updated_at (datetime)
- SavedJob: job_id (UUID), user_id (UUID), saved_at (datetime)
- Application: id (UUID), job_id (UUID), user_id (UUID), status (Literal['draft','applied','awaiting_response','interviewing','offered','rejected','withdrawn']), notes (str | None = None), applied_at (datetime | None = None), created_at (datetime), updated_at (datetime)
- Recruiter: id (UUID), name (str), company (str), email (str | None = None), linkedin_url (str | None = None), interaction_score (int = 0), notes (str | None = None), created_at (datetime)
- All models use Pydantic v2 syntax (model_config = ConfigDict(...)); no v1 class Config

EFFORT: M (3 hours)
PROJECT AREA: Backend
DEPENDENCIES: JD-13

TESTING CRITERIA:
- All fields typed correctly with Pydantic v2 validators
- UUID fields serialise to string in JSON responses
- embedding_status enum rejects invalid values
- Application.status covers all 7 enum values

EDGE CASES:
- Application status transitions are enforced at the service layer, not the model
- salary_min/max are int (pence) not float to avoid floating point rounding","backend,models",JD-E2
JD-17,Keyword filter,Task,"Create backend/filters.py with keyword-based relevance pre-filtering; supports UserProfile merge in MVP 1.1.

IMPLEMENTATION DETAILS:
- Define DEFAULT_KEYWORDS: list[str] — seniority (senior, lead, principal, architect), stack (Python, FastAPI, Next.js, TypeScript, Azure, AWS, LLM, AI), contract type (contract, freelance, outside IR35)
- Define filter_jobs(jobs: list[Job], keywords: list[str] | None = None) -> list[Job]: match case-insensitively against job.title + job.description; return jobs matching at least one keyword
- Define merge_profile_keywords(profile: UserProfile | None) -> list[str]: returns DEFAULT_KEYWORDS merged with profile.skills and profile.target_role tokens when profile is provided (MVP 1.1 hook — profile arg defaults to None)
- Log filtered count and filter rate via get_logger; warn if filter rate > 90%

EFFORT: S (2 hours)
PROJECT AREA: Backend
DEPENDENCIES: JD-16

TESTING CRITERIA:
- Junior roles filtered out
- Permanent-only roles filtered out when contract keywords active
- Custom keyword list overrides defaults
- Filter rate warning logged when > 90% filtered
- merge_profile_keywords returns DEFAULT_KEYWORDS unchanged when profile=None

EDGE CASES:
- Jobs with empty description must not crash filter
- merge_profile_keywords is a no-op stub in MVP 1 — full merge implemented in MVP 1.1 (JD-36)","backend,filtering",JD-E2
JD-18,File-backed fake DB,Task,"Implement fake_db.json file-backed store in backend/fake_db.py as the explicit MVP 1 persistence layer.

IMPLEMENTATION DETAILS:
- Store jobs as JSON in backend/fake_db.json (gitignored — survives container restarts but not image rebuilds)
- Define load_db() -> dict[str, dict]: reads fake_db.json; returns {} if file absent
- Define save_db(db: dict[str, dict]) -> None: writes atomically to fake_db.json via tempfile + os.replace
- Define add_job(job: Job) -> bool: loads DB, skips if job.url already exists (deduplication), appends, saves; returns True if inserted
- Define get_jobs() -> list[Job]: loads and deserialises all records
- Define get_job(id: str) -> Job | None: loads and returns single record by id
- Define clear_jobs() -> None: dev-only; truncates fake_db.json
- Add module comment: # MVP 1 ONLY — replaced by Supabase asyncpg repository layer in MVP 2 (JD-E8)

EFFORT: S (2 hours)
PROJECT AREA: Backend
DEPENDENCIES: JD-16

TESTING CRITERIA:
- Scrape inserts jobs; data persists across uvicorn restarts (file survives)
- GET /api/v1/jobs returns correct jobs from file
- Duplicate URLs are not re-inserted (add_job returns False for duplicates)
- Atomic write prevents corrupt JSON on crash
- fake_db.json listed in .gitignore

EDGE CASES:
- Concurrent writes in multi-worker mode will corrupt the file — document: MVP 1 must run --workers 1","backend,database",JD-E2
JD-E3,Extensible Scraper Registry,Epic,"Build the pluggable scraper registry with BaseScrapeAgent ABC, @register decorator, LinkedIn and JobServe agents, and registry-driven scrape router with in-process concurrency guard.

SCOPE: MVP 1
PROJECT AREA: Backend / Agents
STORIES: 3.1 - 3.5","backend,agents,scraping",
JD-19,BaseScrapeAgent ABC,Task,"Create backend/agents/base.py defining the abstract base class all scraper agents must implement.

IMPLEMENTATION DETAILS:
- Define BaseScrapeAgent(ABC) with three abstract members:
  - @property source_id(self) -> str: unique stable lowercase identifier (e.g. 'linkedin')
  - @property display_name(self) -> str: human-readable label for dashboard and logging
  - async def run(self) -> int: executes scrape; returns count of new jobs inserted
- Add __init_subclass__ validation: assert source_id is lowercase and contains no spaces
- Import and use get_logger in base class for shared logging behaviour
- Do NOT import any specific agent — base has zero knowledge of implementations

EFFORT: S (1 hour)
PROJECT AREA: Backend
DEPENDENCIES: JD-15

TESTING CRITERIA:
- Instantiating BaseScrapeAgent directly raises TypeError
- Subclass missing any of the three members raises TypeError
- Valid subclass instantiates and run() returns int
- source_id with uppercase letters raises AssertionError at class definition time

EDGE CASES:
- source_id must be URL-safe — enforce in __init_subclass__ not at runtime","backend,agents,architecture",JD-E3
JD-20,Registry module,Task,"Create backend/agents/registry.py with @register decorator and agent discovery functions.

IMPLEMENTATION DETAILS:
- Define _REGISTRY: dict[str, Type[BaseScrapeAgent]] = {} at module level
- Define @register decorator: validates source_id is unique, stores class in _REGISTRY, returns class unchanged (decorator does not instantiate)
- Define get_all_agents() -> list[BaseScrapeAgent]: returns [cls() for cls in _REGISTRY.values()]
- Define get_agent(source_id: str) -> BaseScrapeAgent | None: returns cls() for matching key or None
- Log registration event per agent via get_logger on class definition
- Raise ValueError on duplicate source_id registration

EFFORT: S (2 hours)
PROJECT AREA: Backend
DEPENDENCIES: JD-19

TESTING CRITERIA:
- @register on a valid subclass adds it to _REGISTRY
- Duplicate source_id raises ValueError
- get_all_agents() returns one fresh instance per registered agent
- get_agent('unknown') returns None
- Registry is importable before any agent modules to avoid circular imports

EDGE CASES:
- Registry must be imported before agent modules — document this constraint in module docstring","backend,agents,registry",JD-E3
